id,tweet_id,author,text
1196875412565037058,NicoloPagan,b'RT @c_stadtfeld: Structural groups in social networks are often characterized by a high proportion of negative ties between them. Could neg'
1191850681788850176,sebastian_ruf,b'RT @IstvanK68334382: In love with complex systems and networks? Check out our job postings at Northwestern University: https://t.co/ijjDXyE'
1133443592104685570,sebastian_ruf,b'RT @foucaultwelles: Were diversifying network science syllabi and you can help! Add material by or about diverse folks in network science'
1100118272714948609,sebastian_ruf,b'RT @aliceschwarze: Do complex systems exist? Can we tell a complex network from a non-complex one? Can we produce properties of complex net'
1073375818477391872,sebastian_ruf,"b""RT @NUnetsi: We're looking for applicants for our network science PhD program! We encourage people from all disciplinary backgrounds, as we"""
984810935222226950,sebastian_ruf,"b'RT @joshua_a_becker: .@sebastian_ruf at #complenet2018  controllability is too strict a standard for complex networks, so they define comp'"
1242190543179804672,dinacmistry,b'RT @NUnetsi: Congratulations to Dr. @CarolinaMttssn! The first successful defense in the @NUnetsi network science doctoral program. @Northe'
1194174957741170693,dinacmistry,b'Thanks for the shout out @aliceschwarze! And another 10 women in network science you should check out: @albus931003 https://t.co/ZpDoQiFPtS'
1178758152474353664,dinacmistry,b'Colorado friends in network science/complex systems save this date! https://t.co/f9d9saBV8X'
1166816425677340676,dinacmistry,"b'RT @LHDnets: POSTDOC FELLOWSHIP: Work on contagions, public health, social good &amp; other complex systems. Infinite intellectual freedom offe'"
1144731468083523586,dinacmistry,b'RT @Shugars: I highly recommend this program for anyone interested in complex networks! :networkheart: https://t.co/3qj2EOBivs'
1231609797482512384,SINSA2020,"b""Don't miss this exciting network science summer institute! Registration is open -- so be sure to register today: https://t.co/j8B9UrGAs8"""
1247849778647629826,ciro,b'RT @alainbarrat: Measuring social networks in primates: wearable sensors versus direct observations | Proceedings of the Royal Society A: M'
1045239047403261952,dgarcia_eu,b'RT @ecozzo: Just finishing my presentation on the hispano-catalan conflict as a case study for a network science approach to Culture Wars.'
1247724266264473600,net_science,b'Unveiling causal interactions in complex systems [Applied Physical Sciences] https://t.co/HfpEQ8qSxx'
1247346662239920128,net_science,b'Binary-state dynamics on complex networks: Stochastic pair approximation and beyond. (arXiv:2004.02791v1 [physics.s https://t.co/20LVbYqbXY'
1244819309630648320,net_science,b'Community detection on complex networks based on a new centrality indicator and a new modularity function. (arXiv:2 https://t.co/azcWieokxy'
1240478404270419968,net_science,b'Network disruption: maximizing disagreement and polarization in social networks. (arXiv:2003.08377v1 [ https://t.co/iMuljFzvNw'
1240359389900369920,net_science,b'Identification of intrinsic long-range degree correlations in complex networks https://t.co/HBVlT2YeZ1'
1240060667408691200,net_science,b'The effects of evolutionary adaptations on spreading processes in complex networks [Engineering] https://t.co/dnAv0m1QRA'
1240060370363904000,net_science,b'The impossibility of low-rank representations for triangle-rich complex networks [Computer Sciences] https://t.co/EZ3hMbDLye'
1234749259859349509,net_science,b'The exploration of the Adjacent Possible explains the emergence and evolution of social networks. (arXiv:2003.00989 https://t.co/SsuJKTyzLm'
1234096246127767557,net_science,b'RT @abbeyepage: New paper on Agta (and simulated) multilevel social networks and the consequences for cultural transmission. Great insights'
