1.0700106719186657e+18,NicoloPagan,38.0,,,
8.485395001670042e+17,sebastian_ruf,224.0,,,
814015332.0,dinacmistry,403.0,,,
1.220359214884905e+18,SINSA2020,218.0,,,
382393.0,ciro,574.0,,,
574364219.0,dgarcia_eu,117.0,,,
415906140.0,net_science,444.0,,,
1524770221.0,mmdkhosravi,20.0,,,
9.340905709302866e+17,c_stadtfeld,167.0,,,
382134761.0,mtizzoni,192.0,,,
9.340412626085847e+17,TimonElmer,53.0,,,
304928205.0,GuidoCaldarelli,380.0,,,
17354555.0,emilio__ferrara,242.0,,,
184433314.0,ancsaaa3,65.0,,,
9.357850161555702e+17,networkspapers,0.0,,,
529438517.0,aaronclauset,41.0,,,
1.1497779032840315e+18,NetworCSS,23.0,,,
57571700.0,TahaYasseri,49.0,,,
4690350990.0,DynamicsSIAM,197.0,,,
243161145.0,iniguezg,134.0,,,
2797948887.0,BehavEcolPapers,0.0,,,
617118982.0,fede7j,244.0,,,
12819112.0,PLOS,75.0,,,
258847118.0,PNASNews,12.0,,,
2901252195.0,fdlevi,89.0,,,
1944845792.0,ChSteglich,100.0,,,
993480307.0,Raabe_Isabel,40.0,,,
9.736363077748285e+17,netsci2020,268.0,,,
7.525984998170624e+17,mv_tomasello,8.0,,,
582161546.0,alexvespi,309.0,,,
7.068009253949972e+17,NatureHumBehav,63.0,,,
56341402.0,barabasi,120.0,,,
579299426.0,stevenstrogatz,122.0,,,
216098950.0,SocNetAnalysts,96.0,,,
1.0478086092105892e+18,sn_ethz,3.0,,,
1.105508110213546e+18,netscisociety,209.0,,,
9.736427705219154e+17,2019NetSci,230.0,,,
7.007468966801613e+17,netsci2017,641.0,,,
426509606.0,cosnet_bifi,242.0,,,
4856786657.0,complex_nets,0.0,,,
191553947.0,hihickster,9.0,,,
8.852377451987476e+17,stiso_jennifer,42.0,,,
8.489131938671247e+17,SarahWest382,110.0,,,
82503888.0,neuroperson,27.0,,,
86523055.0,mdiberna,44.0,,,
321783625.0,olivercliff,34.0,,,
814274646.0,artistjaneadams,214.0,,,
60458714.0,jlizier,260.0,,,
46152530.0,narnolddd,163.0,,,
1.1671451174525706e+18,Networks2021,785.0,,,
8.573265817018491e+17,sattertt,37.0,,,
9.522701711247196e+17,systmedicine,60.0,,,
847127276.0,caioseguin,83.0,,,
2160138829.0,neuro_dz,142.0,,,
285380882.0,joshfasky,75.0,,,
9.543351537231831e+17,LdaFCosta,373.0,,,
3837804028.0,RodrigoMigueles,74.0,,,
1.0723244695935631e+18,HassanDehghaniA,35.0,,,
564089684.0,LuisMateusRocha,231.0,,,
19714395.0,rionbr,157.0,,,
16458709.0,dbemerydt,59.0,,,
450742208.0,BabakRavandi,132.0,,,
7.706878215354491e+17,Enri_amico,86.0,,,
1058470939.0,BenChiem,32.0,,,
8.779767680612434e+17,ArianAshourvan,18.0,,,
487705992.0,CarolinaMttssn,124.0,,,
8.276582880408617e+17,NicoleEikmeier,41.0,,,
8.163216943191818e+17,societyoftrees,71.0,,,
1557533940.0,AlicePatania,193.0,,,
9.588876704779756e+17,PedroM_Z,64.0,,,
1069045039.0,dan_marinazzo,347.0,,,
1.1207894241184072e+18,towlsonek,53.0,,,
18247347.0,tiagopeixoto,913.0,,,
2290819595.0,conorheins,106.0,,,
1.1112386190025318e+18,winter_complex,1093.0,,,
8.345141300359578e+17,sam_rosenbott,120.0,,,
212640939.0,syedarehaq,131.0,,,
43712315.0,josemarfdc,171.0,,,
8.01932087850836e+17,LaNet_2019,691.0,,,
772310749.0,AmarDhand,68.0,,,
8.242415757064274e+17,official_SYNS,587.0,,,
160925047.0,mccabe_s,145.0,,,
318262821.0,george_berry,191.0,,,
1.0457634486704865e+18,ChrisWLynn,108.0,,,
3352671022.0,aliceschwarze,251.0,,,
8.908632146904801e+17,manuel_pita_,202.0,,,
21719973.0,Shugars,183.0,,,
1046598080.0,jkbren,233.0,,,
833629111.0,chiahungyang,57.0,,,
479672092.0,ConstantineDovr,66.0,,,
365059891.0,_leotrs,251.0,,,
1962699368.0,_AlexArenas,372.0,,,
3386954115.0,daniel_goldsmth,252.0,,,
8.791703345781391e+17,SoodiMilanlouei,74.0,,,
4099956119.0,SoheilEshghi,180.0,,,
33315710.0,austinbenson,191.0,,,
2902126231.0,DzGuilbeault,51.0,,,
4179767308.0,spcornelius,120.0,,,
62621489.0,joshua_a_becker,35.0,,,
77436536.0,onurvarol,479.0,,,
3729520335.0,NUnetsi,142.0,,,
2584784815.0,ryanjgallag,261.0,,,
257111136.0,s_cresci,94.0,,,
16504257.0,Nnedi,0.0,,,
24150239.0,aminrahimian,89.0,,,
838413744.0,Mark_A_Thornton,27.0,,,
331632691.0,DianaTamir,21.0,,,
227062815.0,_kenny_joseph,88.0,,,
2871161111.0,ariSPeshkin,22.0,,,
1.0578064217509601e+18,ericneumannpsyc,59.0,,,
1560513588.0,branmorrighan,165.0,,,
1611332490.0,NetworkFact,1.0,,,
20131383.0,cward1e,13.0,,,
1104234200.0,oritpeleg,66.0,,,
4035976895.0,louisecam93,3.0,,,
217015882.0,ajmoralesguzman,149.0,,,
1.1471707184944456e+18,css_usne,99.0,,,
22979111.0,martikagv,280.0,,,
277216230.0,DLydonStaley,88.0,,,
1.139160970721407e+18,tinaL___,41.0,,,
3216966611.0,hyejin_youn,108.0,,,
1540384460.0,martijnheuv,6.0,,,
2335431.0,yy,337.0,,,
4844847993.0,BovetAlexandre,84.0,,,
1512280484.0,phihoevel,66.0,,,
97564868.0,arcos_oliveira,322.0,,,
2872512304.0,Eliz_Hobson,62.0,,,
2316561068.0,ML_Ouellet,46.0,,,
37535954.0,o16granados,137.0,,,
2218303021.0,RERobertson,16.0,,,
77712285.0,a_baronca,175.0,,,
111402243.0,manishsaggar,85.0,,,
1.0856571396355154e+18,sathayas42,41.0,,,
13731562.0,DGaff,61.0,,,
2540514931.0,ConnectomeLab,42.0,,,
468499498.0,mrfrank5790,107.0,,,
1.120621201376854e+18,nerdsitu,107.0,,,
24499773.0,dgleich,19.0,,,
3154718333.0,JmBuldu,74.0,,,
7.482269029309194e+17,biorxiv_neursci,0.0,,,
9.508447136570941e+17,mjdramstead,20.0,,,
9.147874062509875e+17,bayrameda_ee,38.0,,,
116297274.0,coronges,91.0,,,
3728141775.0,mripapers,0.0,,,
724293313.0,neurogeneticus,1.0,,,
4120580026.0,siobhan_grayson,77.0,,,
1080753187.0,NatureNeuro,7.0,,,
4549648582.0,ari_e_kahn,21.0,,,
1.0025357495463363e+18,perryzurn,5.0,,,
3325105445.0,BenFMaier,157.0,,,
1467127267.0,drmichaellevin,23.0,,,
1329752491.0,_jgyou,206.0,,,
3301163090.0,compTimeSeries,10.0,,,
77990334.0,JariSaramaki,323.0,,,
381746423.0,bansallab,88.0,,,
155636227.0,gleesonj,222.0,,,
7.542733662074962e+17,gershbrain,0.0,,,
2427351685.0,richardfbetzel,157.0,,,
7.580396464546365e+17,netneurosci,21.0,,,
2648408096.0,jgonicor,192.0,,,
398398588.0,baruchbarzel,82.0,,,
14543336.0,mexicolindo,116.0,,,
1642585022.0,PhilChodrow,128.0,,,
2264082385.0,HarrisonHartle,154.0,,,
