1196875412565037058,NicoloPagan,b'RT @c_stadtfeld: Structural groups in social networks are often characterized by a high proportion of negative ties between them. Could neg'
1191850681788850176,sebastian_ruf,b'RT @IstvanK68334382: In love with complex systems and networks? Check out our job postings at Northwestern University: https://t.co/ijjDXyE'
1133443592104685570,sebastian_ruf,b'RT @foucaultwelles: Were diversifying network science syllabi and you can help! Add material by or about diverse folks in network science'
1100118272714948609,sebastian_ruf,b'RT @aliceschwarze: Do complex systems exist? Can we tell a complex network from a non-complex one? Can we produce properties of complex net'
1073375818477391872,sebastian_ruf,"b""RT @NUnetsi: We're looking for applicants for our network science PhD program! We encourage people from all disciplinary backgrounds, as we"""
984810935222226950,sebastian_ruf,"b'RT @joshua_a_becker: .@sebastian_ruf at #complenet2018  controllability is too strict a standard for complex networks, so they define comp'"
1242190543179804672,dinacmistry,b'RT @NUnetsi: Congratulations to Dr. @CarolinaMttssn! The first successful defense in the @NUnetsi network science doctoral program. @Northe'
1194174957741170693,dinacmistry,b'Thanks for the shout out @aliceschwarze! And another 10 women in network science you should check out: @albus931003 https://t.co/ZpDoQiFPtS'
1178758152474353664,dinacmistry,b'Colorado friends in network science/complex systems save this date! https://t.co/f9d9saBV8X'
1178758152474353664,dinacmistry,b'Colorado friends in network science/complex systems save this date! https://t.co/f9d9saBV8X'
1166816425677340676,dinacmistry,"b'RT @LHDnets: POSTDOC FELLOWSHIP: Work on contagions, public health, social good &amp; other complex systems. Infinite intellectual freedom offe'"
1144731468083523586,dinacmistry,b'RT @Shugars: I highly recommend this program for anyone interested in complex networks! :networkheart: https://t.co/3qj2EOBivs'
1138447536299995141,dinacmistry,"b'RT @yy: Please spread the words: We are hiring for a project about network science, machine learning, and science of science, at post-doc l'"
1134192207462850561,dinacmistry,"b'Next network science x conference in Tokyo and main conference in Rome. All roads lead to Rome, no? #Netsci2019 https://t.co/JD20rTHoVx'"
1133878143339683841,dinacmistry,b'@LHDnets yes! We are capable of changing our research community and our social networks for the better of everyone. https://t.co/6YHI3fkBrL'
1133500702649659395,dinacmistry,b'RT @foucaultwelles: Were diversifying network science syllabi and you can help! Add material by or about diverse folks in network science'
1057489099752460288,dinacmistry,b'RT @jponnela: We have openings in my group at Harvard for postdocs in network science and biomedical smartphone research. Apply now! For mo'
1019411167414976517,dinacmistry,"b'@robysinatra I want to say you introduced yourself as Roberta to our network science class... that being said, this https://t.co/bHYKqYmPJS'"
911319763485421570,dinacmistry,"b""Closing panel at #CCS17 on the past, present &amp; future of complex systems as a field. I think someone's missing out https://t.co/eR0prv44We"""
1231609797482512384,SINSA2020,"b""Don't miss this exciting network science summer institute! Registration is open -- so be sure to register today: https://t.co/j8B9UrGAs8"""
1224270609590509570,ciro,b'RT @FoolsDelight: New @OpenBeacon deployment for measuring social networks of primates - as part of our @sociopatterns collaboration:'
1219201169815429120,ciro,b'RT @alainbarrat: Measuring social networks in primates: wearable sensors vs. direct observations https://t.co/eJC1h2HGj7  with @velaiola. A'
1195386532615610370,ciro,"b'RT @JariSaramaki: Postdoc wanted  network science, public transport networks, cities, etc, with me &amp; @milosplanner (please share!) https:/'"
